Geneid	Genesymbol
ENSG00000163162.9	RNF149
ENSG00000237666.2	ENSG00000237666
ENSG00000198203.10	SULT1C2
ENSG00000188177.15	ZC3H6
ENSG00000265429.3	MIR4782
ENSG00000115107.20	STEAP3
ENSG00000229867.2	STEAP3-AS1
ENSG00000233741.1	RPL27P7
ENSG00000232742.3	RHOQP2
ENSG00000289474.2	ENSG00000289474
ENSG00000115290.11	GRB14
ENSG00000123607.16	TTC21B
ENSG00000163093.12	BBS5
ENSG00000128692.8	EIF2S2P4
ENSG00000204334.8	ERICH2
ENSG00000123600.21	METTL8
ENSG00000224553.1	RPS26P20
ENSG00000144355.15	DLX1
ENSG00000260742.1	ITPRID2-DT
ENSG00000128694.12	OSGEPL1
ENSG00000173559.15	NABP1
ENSG00000224442.1	RPL4P7
ENSG00000162971.11	TYW5
ENSG00000155729.13	KCTD18
ENSG00000252916.1	RNU6-762P
ENSG00000240761.2	ENSG00000240761
ENSG00000207406.1	SNORA41
ENSG00000144451.20	SPAG16
ENSG00000135926.15	TMBIM1
ENSG00000135929.9	CYP27A1
ENSG00000163516.14	ANKZF1
ENSG00000230432.1	ENSG00000230432
ENSG00000172799.5	ZBTB8OSP2
ENSG00000233608.5	TWIST2
ENSG00000206573.11	THUMPD3-AS1
ENSG00000134077.16	THUMPD3
ENSG00000168137.20	SETD5
ENSG00000157152.17	SYN2
ENSG00000163520.14	FBLN2
ENSG00000290044.1	ENSG00000290044
ENSG00000131386.20	GALNT15
ENSG00000114166.8	KAT2B
ENSG00000187118.14	CMC1
ENSG00000144642.22	RBMS3
ENSG00000226216.1	RPS12P5
ENSG00000153558.17	FBXL2
ENSG00000272334.1	ENSG00000272334
ENSG00000093167.18	LRRFIP2
ENSG00000187091.14	PLCD1
ENSG00000200579.1	Y_RNA
ENSG00000157036.13	EXOG
ENSG00000168026.19	TTC21A
ENSG00000114857.19	NKTR
ENSG00000160746.13	ANO10
ENSG00000293416.1	PRSS46P
ENSG00000160801.14	PTH1R
ENSG00000001617.12	SEMA3F
ENSG00000243477.6	NAA80
ENSG00000280422.1	ENSG00000280422
ENSG00000180929.6	GPR62
ENSG00000238862.1	SNORD19B
ENSG00000242142.1	SERBP1P3
ENSG00000272886.6	DCP1A
ENSG00000287567.1	ENSG00000287567
ENSG00000083937.10	CHMP2B
ENSG00000114021.12	NIT2
ENSG00000138459.9	SLC35A5
ENSG00000091986.16	CCDC80
ENSG00000240375.1	VPS26AP1
ENSG00000185565.13	LSAMP
ENSG00000243359.3	RN7SL815P
ENSG00000160124.9	MIX23
ENSG00000286806.1	ENSG00000286806
ENSG00000274810.4	NPHP3-ACAD11
ENSG00000113971.21	NPHP3
ENSG00000273486.1	ENSG00000273486
ENSG00000158186.13	MRAS
ENSG00000175040.6	CHST2
ENSG00000239351.1	NPM1P29
ENSG00000174953.14	DHX36
ENSG00000174928.16	C3orf33
ENSG00000163660.12	CCNL1
ENSG00000151967.19	SCHIP1
ENSG00000169064.13	ZBBX
ENSG00000163584.18	RPL22L1
ENSG00000163577.8	EIF5A2
ENSG00000172667.11	ZMAT3
ENSG00000181449.4	SOX2
ENSG00000073803.14	MAP3K13
ENSG00000283958.1	MIR1248
ENSG00000200320.1	SNORA63
ENSG00000223803.1	RPS20P14
ENSG00000163923.10	RPL39L
ENSG00000231443.2	PPP4R2P2
ENSG00000199306.1	RNU6-858P
ENSG00000290937.1	ENSG00000290937
ENSG00000272602.6	ZNF595
ENSG00000251188.1	ENSG00000251188
ENSG00000186777.13	ZNF732
ENSG00000250321.1	ENSG00000250321
ENSG00000152953.13	STK32B
ENSG00000284636.1	ENSG00000284636
ENSG00000163145.13	C1QTNF7
ENSG00000251379.1	ENSG00000251379
ENSG00000169762.17	TAPT1
ENSG00000181982.20	CCDC149
ENSG00000250317.9	SMIM20
ENSG00000168214.22	RBPJ
ENSG00000109689.20	STIM2
ENSG00000145246.14	ATP10D
ENSG00000163743.14	RCHY1
ENSG00000118816.11	CCNI
ENSG00000249242.8	TMEM150C
ENSG00000286035.1	ENSG00000286035
ENSG00000170509.12	HSD17B13
ENSG00000255723.1	ENSG00000255723
ENSG00000198189.11	HSD17B11
ENSG00000286242.1	ENSG00000286242
ENSG00000145354.12	CISD2
ENSG00000207988.1	MIR576
ENSG00000123739.11	PLA2G12A
ENSG00000241741.1	RPL7AP30
ENSG00000164066.13	INTU
ENSG00000085871.9	MGST2
ENSG00000241923.2	RPL14P3
ENSG00000250326.2	USP38-DT
ENSG00000151611.17	MMAA
ENSG00000109670.17	FBXW7
ENSG00000171503.13	ETFDH
ENSG00000145506.14	NKD2
ENSG00000232615.4	PPP4R2P5
ENSG00000289075.2	ENSG00000289075
ENSG00000170549.4	IRX1
ENSG00000247516.8	MIR4458HG
ENSG00000250786.4	SNHG18
ENSG00000243538.1	RPS26P28
ENSG00000250764.1	ENSG00000250764
ENSG00000271378.1	RBISP2
ENSG00000228212.1	OFD1P17
ENSG00000168621.15	GDNF
ENSG00000113594.10	LIFR
ENSG00000251141.6	MRPS30-DT
ENSG00000134363.12	FST
ENSG00000067113.17	PLPP1
ENSG00000145632.15	PLK2
ENSG00000215032.2	GNL3LP1
ENSG00000153015.17	CWC27
ENSG00000153044.10	CENPH
ENSG00000164331.10	ANKRA2
ENSG00000248881.1	ENSG00000248881
ENSG00000132846.6	ZBED3
ENSG00000250615.1	ENSG00000250615
ENSG00000284762.1	PDE8B
ENSG00000081189.17	MEF2C
ENSG00000145721.12	LIX1
ENSG00000058729.11	RIOK2
ENSG00000175749.11	EIF3KP1
ENSG00000145782.13	ATG12
ENSG00000131435.13	PDLIM4
ENSG00000125347.15	IRF1
ENSG00000131437.16	KIF3A
ENSG00000205089.8	CCNI2
ENSG00000272203.1	ENSG00000272203
ENSG00000164403.15	SHROOM1
ENSG00000235253.1	EEF1A1P50
ENSG00000155329.12	ZCCHC10
ENSG00000113583.8	C5orf15
ENSG00000249119.1	MTND6P4
ENSG00000120725.13	SIL1
ENSG00000170464.10	DNAJC18
ENSG00000113119.13	TMCO6
ENSG00000204965.9	PCDHA5
ENSG00000204963.6	PCDHA7
ENSG00000081818.4	PCDHB4
ENSG00000113211.6	PCDHB6
ENSG00000279983.1	ENSG00000279983
ENSG00000113248.6	PCDHB15
ENSG00000253953.3	PCDHGB4
ENSG00000131507.11	NDFIP1
ENSG00000176049.16	JAKMIP2
ENSG00000289970.1	ENSG00000289970
ENSG00000170271.11	FAXDC2
ENSG00000248544.2	ENSG00000248544
ENSG00000170584.11	NUDCD2
ENSG00000184347.16	SLIT3
ENSG00000178187.8	ZNF454
ENSG00000253144.1	ENSG00000253144
ENSG00000219993.1	RPS26P29
ENSG00000263712.1	MIR4639
ENSG00000220771.2	BOLA2P3
ENSG00000112343.11	TRIM38
ENSG00000272558.1	ENSG00000272558
ENSG00000026950.17	BTN3A1
ENSG00000204618.10	RNF39
ENSG00000241370.6	RPP21
ENSG00000204580.14	DDR1
ENSG00000274494.1	MIR6832
ENSG00000204387.14	SNHG32
ENSG00000250535.1	STK19B
ENSG00000204228.4	HSD17B8
ENSG00000161904.13	LEMD2
ENSG00000186577.14	SMIM29
ENSG00000023892.12	DEF6
ENSG00000112033.14	PPARD
ENSG00000124762.14	CDKN1A
ENSG00000112599.9	GUCA1B
ENSG00000240625.3	RN7SL403P
ENSG00000112655.16	PTK7
ENSG00000171462.15	DLK2
ENSG00000170734.12	POLH
ENSG00000153291.16	SLC25A27
ENSG00000146070.17	PLA2G7
ENSG00000286811.1	ENSG00000286811
ENSG00000112208.11	BAG2
ENSG00000188107.15	EYS
ENSG00000112305.15	SMAP1
ENSG00000112309.11	B3GAT2
ENSG00000226840.1	PAICSP3
ENSG00000260645.2	ENSG00000260645
ENSG00000164414.19	SLC35A1
ENSG00000135299.18	ANKRD6
ENSG00000276620.1	ENSG00000276620
ENSG00000112320.12	SOBP
ENSG00000112335.15	SNX3
ENSG00000228834.1	ATP5MFP2
ENSG00000183137.16	CEP57L1
ENSG00000271789.1	ENSG00000271789
ENSG00000219758.6	ENSG00000219758
ENSG00000146350.14	TBC1D32
ENSG00000227945.1	PTPRK-AS1
ENSG00000200534.1	SNORA33
ENSG00000135541.22	AHI1
ENSG00000027697.16	IFNGR1
ENSG00000146416.19	AIG1
ENSG00000293105.1	ENSG00000293105
ENSG00000288056.1	ENSG00000288056
ENSG00000177688.7	SUMO4
ENSG00000272047.4	GTF2H5
ENSG00000240230.6	COX19
ENSG00000229043.3	ZFAND2A-DT
ENSG00000171243.8	SOSTDC1
ENSG00000122691.13	TWIST1
ENSG00000232821.1	ENSG00000232821
ENSG00000236536.2	ENSG00000236536
ENSG00000234513.1	ENSG00000234513
ENSG00000272568.6	CPVL-AS2
ENSG00000106080.11	FKBP14
ENSG00000291146.1	RP9P
ENSG00000205763.16	RP9P
ENSG00000175600.16	SUGCT
ENSG00000122641.11	INHBA
ENSG00000132432.14	SEC61G
ENSG00000270948.1	MTDHP1
ENSG00000207062.1	SNORA15B-1
ENSG00000285886.1	ENSG00000285886
ENSG00000176428.6	VPS37D
ENSG00000106211.10	HSPB1
ENSG00000146700.9	SSC4D
ENSG00000290873.1	LINC03009
ENSG00000259628.1	ENSG00000259628
ENSG00000135205.15	CCDC146
ENSG00000075223.14	SEMA3C
ENSG00000127914.19	AKAP9
ENSG00000106261.17	ZKSCAN1
ENSG00000241357.1	ENSG00000241357
ENSG00000166925.9	TSC22D4
ENSG00000289760.1	ENSG00000289760
ENSG00000106333.13	PCOLCE
ENSG00000106397.12	PLOD3
ENSG00000233123.2	LINC01007
ENSG00000168255.20	POLR2J3
ENSG00000284981.2	UPK3BL2
ENSG00000270249.2	ENSG00000270249
ENSG00000205238.12	SPDYE2
ENSG00000285437.2	POLR2J3
ENSG00000105808.19	RASA4
ENSG00000205236.6	ENSG00000205236
ENSG00000228049.8	POLR2J2
ENSG00000233297.4	RASA4DP
ENSG00000005483.23	KMT2E
ENSG00000185055.11	EFCAB10
ENSG00000105856.14	HBP1
ENSG00000128573.28	FOXP2
ENSG00000287554.1	ENSG00000287554
ENSG00000235459.5	RPS26P31
ENSG00000186591.13	UBE2H
ENSG00000204946.10	ZNF783
ENSG00000293557.1	ENSG00000293557
ENSG00000284691.1	ENSG00000284691
ENSG00000180190.13	TDRP
ENSG00000173281.5	PPP1R3B
ENSG00000254340.2	ENSG00000254340
ENSG00000293451.1	TDH
ENSG00000120910.15	PPP3CC
ENSG00000120913.24	PDLIM2
ENSG00000248235.6	ENSG00000248235
ENSG00000246130.1	ENSG00000246130
ENSG00000159167.12	STC1
ENSG00000221914.11	PPP2R2A
ENSG00000293314.1	SDAD1P1
ENSG00000228451.6	SDAD1P1
ENSG00000104691.16	UBXN8
ENSG00000272338.2	ENSG00000272338
ENSG00000147535.17	PLPP5
ENSG00000253645.1	ENSG00000253645
ENSG00000029534.22	ANK1
ENSG00000176209.12	SMIM19
ENSG00000290028.1	ENSG00000290028
ENSG00000019549.13	SNAI2
ENSG00000253484.1	ENSG00000253484
ENSG00000272076.1	ENSG00000272076
ENSG00000047249.18	ATP6V1H
ENSG00000242970.2	ENSG00000242970
ENSG00000147592.9	LACTB2
ENSG00000285579.1	ENSG00000285579
ENSG00000254031.6	ENSG00000254031
ENSG00000104313.20	EYA1
ENSG00000240427.1	RPS26P34
ENSG00000164938.14	TP53INP1
ENSG00000207378.1	RNU6-748P
ENSG00000212994.5	RPS26P6
ENSG00000260368.1	ENSG00000260368
ENSG00000293064.1	ENSG00000293064
ENSG00000228224.4	NACA4P
ENSG00000246263.4	UBR5-DT
ENSG00000164930.12	FZD6
ENSG00000253676.1	TAGLN2P1
ENSG00000104447.13	TRPS1
ENSG00000242206.2	RPS26P35
ENSG00000255364.1	SMILR
ENSG00000253819.3	LINC01151
ENSG00000255325.2	ENSG00000255325
ENSG00000160932.11	LY6E
ENSG00000250571.7	GLI4
ENSG00000254548.1	ENSG00000254548
ENSG00000147852.17	VLDLR
ENSG00000183354.12	BRD10
ENSG00000212829.8	RPS26P3
ENSG00000155158.20	TTC39B
ENSG00000235453.12	SMIM27
ENSG00000168913.7	ENHO
ENSG00000213930.12	GALT
ENSG00000258728.2	ENSG00000258728
ENSG00000137070.19	IL11RA
ENSG00000241568.3	RN7SL338P
ENSG00000137103.20	TMEM8B
ENSG00000226007.3	FAM88F
ENSG00000165060.15	FXN
ENSG00000270236.1	ENSG00000270236
ENSG00000224437.2	PIGUP1
ENSG00000236115.1	ENSG00000236115
ENSG00000130958.13	SLC35D2
ENSG00000293181.1	ENSG00000293181
ENSG00000136936.11	XPA
ENSG00000260230.5	FRRS1L
ENSG00000237906.1	MUPP
ENSG00000138835.24	RGS3
ENSG00000196739.15	COL27A1
ENSG00000095397.17	WHRN
ENSG00000270917.1	ENSG00000270917
ENSG00000293514.1	CUTALP
ENSG00000148180.22	GSN
ENSG00000235865.2	GSN-AS1
ENSG00000130707.18	ASS1
ENSG00000050555.19	LAMC3
ENSG00000160323.19	ADAMTS13
ENSG00000225756.1	DBH-AS1
ENSG00000054148.18	PHPT1
ENSG00000177943.14	MAMDC4
ENSG00000107281.10	NPDC1
ENSG00000187609.16	EXD3
ENSG00000148444.16	COMMD3
ENSG00000148450.13	MSRB2
ENSG00000095739.11	BAMBI
ENSG00000165757.9	JCAD
ENSG00000226386.1	PARD3-DT
ENSG00000228828.1	TLK2P2
ENSG00000229227.8	ENSG00000229227
ENSG00000204177.13	BMS1P1
ENSG00000289444.1	ENSG00000289444
ENSG00000232682.2	ENSG00000232682
ENSG00000148634.16	HERC4
ENSG00000107731.12	UNC5B
ENSG00000166295.9	ANAPC16
ENSG00000168209.6	DDIT4
ENSG00000182771.19	GRID1
ENSG00000281974.1	ENSG00000281974
ENSG00000234192.1	RPS26P38
ENSG00000107798.18	LIPA
ENSG00000119917.15	IFIT3
ENSG00000204010.3	IFIT1B
ENSG00000138182.15	KIF20B
ENSG00000155254.13	MARVELD1
ENSG00000196072.12	BLOC1S2
ENSG00000075826.17	SEC31B
ENSG00000095539.16	SEMA4G
ENSG00000107821.15	KAZALD1
ENSG00000166171.13	DPCD
ENSG00000171206.16	TRIM8
ENSG00000222588.1	ENSG00000222588
ENSG00000066468.24	FGFR2
ENSG00000227586.5	RPS26P39
ENSG00000107902.14	LHPP
ENSG00000148848.15	ADAM12
ENSG00000132334.17	PTPRE
ENSG00000148826.9	NKX6-2
ENSG00000273980.1	ENSG00000273980
ENSG00000185507.21	IRF7
ENSG00000199785.1	SNORA52
ENSG00000072952.21	IRAG1
ENSG00000110700.7	RPS13
ENSG00000201403.1	SNORD14B
ENSG00000070081.18	NUCB2
ENSG00000205213.14	LGR4
ENSG00000245573.9	BDNF-AS
ENSG00000176697.20	BDNF
ENSG00000148950.11	IMMP1L
ENSG00000254708.1	MMADHCP2
ENSG00000052841.16	TTC17
ENSG00000254577.1	ENSG00000254577
ENSG00000151348.16	EXT2
ENSG00000019505.8	SYT13
ENSG00000186907.8	RTN4RL2
ENSG00000255301.1	ENSG00000255301
ENSG00000254602.2	MIR130AHG
ENSG00000177363.5	LRRN4CL
ENSG00000168003.19	SLC3A2
ENSG00000184743.13	ATL3
ENSG00000256789.1	ENSG00000256789
ENSG00000173511.10	VEGFB
ENSG00000257086.1	ENSG00000257086
ENSG00000278851.1	MIR6879
ENSG00000283791.1	MIR612
ENSG00000291174.1	ENSG00000291174
ENSG00000251562.11	MALAT1
ENSG00000270117.2	ENSG00000270117
ENSG00000289740.1	TALAM1
ENSG00000274072.1	ENSG00000274072
ENSG00000172663.9	TMEM134
ENSG00000110066.16	KMT5B
ENSG00000149257.16	SERPINH1
ENSG00000085741.14	WNT11
ENSG00000255100.1	TSKU-AS1
ENSG00000078124.13	ACER3
ENSG00000149260.18	CAPN5
ENSG00000137509.12	PRCP
ENSG00000137502.10	RAB30
ENSG00000178202.14	POGLUT3
ENSG00000076053.12	RBM7
ENSG00000118096.10	IFT46
ENSG00000160683.5	CXCR5
ENSG00000244641.2	RPS26P43
ENSG00000233541.4	RPL31P47
ENSG00000166250.12	CLMP
ENSG00000110002.16	VWA5A
ENSG00000200278.1	RNA5SP352
ENSG00000293161.1	ENSG00000293161
ENSG00000010626.15	LRRC23
ENSG00000139178.12	C1RL
ENSG00000284697.1	ENSG00000284697
ENSG00000111729.15	CLEC4A
ENSG00000257027.1	ENSG00000257027
ENSG00000139112.11	GABARAPL1
ENSG00000275119.1	ENSG00000275119
ENSG00000013583.10	HEBP1
ENSG00000111726.13	CMAS
ENSG00000123096.12	SSPN
ENSG00000255750.6	ENSG00000255750
ENSG00000275097.1	ENSG00000275097
ENSG00000151743.11	AMN1
ENSG00000274943.1	ENSG00000274943
ENSG00000139173.10	TMEM117
ENSG00000258283.1	ENSG00000258283
ENSG00000257346.1	ENSG00000257346
ENSG00000139636.16	LMBR1L
ENSG00000185432.12	TMT1A
ENSG00000289695.1	ENSG00000289695
ENSG00000161835.11	TAMALIN
ENSG00000139625.13	MAP3K12
ENSG00000161642.18	ZNF385A
ENSG00000065357.20	DGKA
ENSG00000185482.8	STAC3
ENSG00000287200.1	ENSG00000287200
ENSG00000175197.13	DDIT3
ENSG00000285133.1	ENSG00000285133
ENSG00000208028.1	MIR616
ENSG00000257956.1	NOP56P3
ENSG00000139329.5	LUM
ENSG00000257210.1	NACAP8
ENSG00000151572.18	ANO4
ENSG00000258033.1	SNX5P2
ENSG00000120820.13	GLT8D2
ENSG00000151135.10	TMEM263
ENSG00000257579.1	ENSG00000257579
ENSG00000258136.2	PRDM4-AS1
ENSG00000276956.1	RN7SL769P
ENSG00000111271.15	ACAD10
ENSG00000089060.12	SLC8B1
ENSG00000289401.1	ENSG00000289401
ENSG00000135124.16	P2RX4
ENSG00000111011.18	RSRC2
ENSG00000250091.3	DNAH10OS
ENSG00000279730.2	KMT5AP1
ENSG00000275964.2	ENSG00000275964
ENSG00000236953.1	ZDHHC20-IT1
ENSG00000207051.1	SNORA27
ENSG00000229427.1	ANKRD26P4
ENSG00000244754.9	N4BP2L2
ENSG00000120697.10	ALG5
ENSG00000230390.1	LINC01048
ENSG00000120690.16	ELF1
ENSG00000120675.6	DNAJC15
ENSG00000170919.16	TPT1-AS1
ENSG00000136141.15	LRCH1
ENSG00000139684.15	ESD
ENSG00000136156.15	ITM2B
ENSG00000231665.1	OGFOD1P1
ENSG00000232150.3	ST13P4
ENSG00000282865.1	ENSG00000282865
ENSG00000232885.2	GPC5-AS2
ENSG00000125246.16	CLYBL
ENSG00000286757.4	ENSG00000286757
ENSG00000274605.4	PCCA-DT
ENSG00000234354.3	RPS26P47
ENSG00000289901.1	ENSG00000289901
ENSG00000260615.1	RPL23AP97
ENSG00000165795.25	NDRG2
ENSG00000284122.1	MIR6717
ENSG00000100439.11	ABHD4
ENSG00000213983.12	AP1G2
ENSG00000258727.1	AP1G2-AS1
ENSG00000092051.18	JPH4
ENSG00000289757.1	ENSG00000289757
ENSG00000288044.3	ENSG00000288044
ENSG00000092108.22	SCFD1
ENSG00000289523.1	ENSG00000289523
ENSG00000131981.16	LGALS3
ENSG00000259719.6	LINC02284
ENSG00000100612.14	DHRS7
ENSG00000023608.5	SNAPC1
ENSG00000287310.1	ENSG00000287310
ENSG00000119707.14	RBM25
ENSG00000279026.1	ENSG00000279026
ENSG00000259065.3	MIDEAS-AS1
ENSG00000273711.2	ENSG00000273711
ENSG00000119699.8	TGFB3
ENSG00000270343.1	UNGP3
ENSG00000185070.12	FLRT2
ENSG00000054983.17	GALC
ENSG00000200312.1	RN7SKP255
ENSG00000066427.25	ATXN3
ENSG00000133958.14	UNC79
ENSG00000188488.14	SERPINA5
ENSG00000235706.9	DICER1-AS1
ENSG00000166165.14	CKB
ENSG00000254585.5	MAGEL2
ENSG00000280234.1	ENSG00000280234
ENSG00000114062.22	UBE3A
ENSG00000263070.1	ENSG00000263070
ENSG00000284783.2	ENSG00000284783
ENSG00000176454.15	LPCAT4
ENSG00000248508.10	SRP14-DT
ENSG00000157021.9	CIBAR1P1
ENSG00000103978.17	TMEM87A
ENSG00000201077.1	RNU6-188P
ENSG00000254793.1	FDPSP4
ENSG00000205771.9	CATSPER2P1
ENSG00000179523.7	EIF3J-DT
ENSG00000259520.6	SLC28A2-AS1
ENSG00000137872.17	SEMA6D
ENSG00000259216.2	ENSG00000259216
ENSG00000244879.10	GABPB1-AS1
ENSG00000259715.1	ENSG00000259715
ENSG00000069974.17	RAB27A
ENSG00000277548.1	ENSG00000277548
ENSG00000285805.1	ENSG00000285805
ENSG00000259513.1	CYCSP38
ENSG00000185088.14	RPS27L
ENSG00000174498.14	IGDCC3
ENSG00000137809.17	ITGA11
ENSG00000138604.10	GLCE
ENSG00000166173.11	LARP6
ENSG00000260037.5	ENSG00000260037
ENSG00000276807.1	ENSG00000276807
ENSG00000260469.3	INSYN1-AS1
ENSG00000140398.14	NEIL1
ENSG00000140400.18	MAN2C1
ENSG00000173546.7	CSPG4
ENSG00000080644.16	CHRNA3
ENSG00000238166.3	ENSG00000238166
ENSG00000182774.13	RPS17
ENSG00000291260.1	ENSG00000291260
ENSG00000259244.1	ENSG00000259244
ENSG00000189136.10	UBE2Q2P1
ENSG00000259746.1	HSPE1P3
ENSG00000200142.1	Y_RNA
ENSG00000173575.24	CHD2
ENSG00000273771.1	ENSG00000273771
ENSG00000259583.4	ALDH1A3-AS1
ENSG00000007516.15	BAIAP3
ENSG00000261971.9	MMP25-AS1
ENSG00000261889.1	ENSG00000261889
ENSG00000240311.1	ENSG00000240311
ENSG00000157045.9	NTAN1
ENSG00000293341.1	ENSG00000293341
ENSG00000261759.1	ENSG00000261759
ENSG00000005189.20	REXO5
ENSG00000175311.7	ANKS4B
ENSG00000103316.12	CRYM
ENSG00000168434.13	COG7
ENSG00000280039.1	RN7SKP23
ENSG00000122257.20	RBBP6
ENSG00000090905.19	TNRC6A
ENSG00000102882.12	MAPK3
ENSG00000274678.1	ENSG00000274678
ENSG00000255439.6	ENSG00000255439
ENSG00000140675.13	SLC5A2
ENSG00000261475.3	LINC02190
ENSG00000129636.13	ITFG1
ENSG00000260033.1	ENSG00000260033
ENSG00000083799.18	CYLD
