Geneid	Genesymbol
ENSG00000223760.5	MED15P9
ENSG00000290699.1	CYP4F30P
ENSG00000282944.1	ENSG00000282944
ENSG00000230450.1	NEK2P4
ENSG00000231431.8	FAR2P4
ENSG00000290616.1	ENSG00000290616
ENSG00000144227.5	NXPH2
ENSG00000238057.10	ZEB2-AS1
ENSG00000144278.15	GALNT13
ENSG00000224675.1	GALNT13-AS1
ENSG00000204380.4	PKP4-AS1
ENSG00000172318.6	B3GALT1
ENSG00000213160.10	KLHL23
ENSG00000286115.1	ENSG00000286115
ENSG00000091409.17	ITGA6
ENSG00000226963.1	ENSG00000226963
ENSG00000170166.6	HOXD4
ENSG00000196659.10	IFT70B
ENSG00000237655.1	ENSG00000237655
ENSG00000197557.7	IFT70A
ENSG00000237298.11	TTN-AS1
ENSG00000270574.1	ENSG00000270574
ENSG00000271401.1	ENSG00000271401
ENSG00000267784.1	ENSG00000267784
ENSG00000150722.11	PPP1R1C
ENSG00000288866.1	ENSG00000288866
ENSG00000138379.5	MSTN
ENSG00000138386.17	NAB1
ENSG00000227542.1	MYO1B-AS1
ENSG00000119042.18	SATB2
ENSG00000257045.1	ENSG00000257045
ENSG00000241790.2	ENO1P4
ENSG00000003393.16	ALS2
ENSG00000155760.3	FZD7
ENSG00000163251.4	FZD5
ENSG00000279348.1	ENSG00000279348
ENSG00000235042.1	SMARCAL1-AS1
ENSG00000232485.4	RPL37A-DT
ENSG00000135903.20	PAX3
ENSG00000163081.4	CCDC140
ENSG00000233611.4	GBX2-AS1
ENSG00000232893.1	IQCA1-AS1
ENSG00000186235.12	LINC02610
ENSG00000204104.12	TRAF3IP1
ENSG00000130294.18	KIF1A
ENSG00000115687.14	PASK
ENSG00000144619.15	CNTN4
ENSG00000237990.3	CNTN4-AS1
ENSG00000157014.11	TATDN2
ENSG00000289763.1	ENSG00000289763
ENSG00000272410.5	ENSG00000272410
ENSG00000286962.1	ENSG00000286962
ENSG00000132182.13	NUP210
ENSG00000177463.16	NR2C2
ENSG00000131368.9	MRPS25
ENSG00000226427.1	HMGN2P7
ENSG00000286689.1	ENSG00000286689
ENSG00000232953.1	HSPA8P18
ENSG00000213871.3	TAF9BP1
ENSG00000173705.9	SUSD5
ENSG00000144668.12	ITGA9
ENSG00000093217.11	XYLB
ENSG00000177842.12	ZNF620
ENSG00000235339.1	GEMIN2P2
ENSG00000289558.2	ENSG00000289558
ENSG00000271937.1	ENSG00000271937
ENSG00000178917.19	ZNF852
ENSG00000163812.16	ZDHHC3
ENSG00000160796.18	NBEAL2
ENSG00000164045.12	CDC25A
ENSG00000289043.1	ENSG00000289043
ENSG00000145022.5	TCTA
ENSG00000164077.15	MON1A
ENSG00000088538.13	DOCK3
ENSG00000259956.2	RBM15B
ENSG00000187672.15	ERC2
ENSG00000163638.13	ADAMTS9
ENSG00000241158.7	ADAMTS9-AS1
ENSG00000144749.14	LRIG1
ENSG00000114541.15	FRMD4B
ENSG00000223738.3	HSP90AB5P
ENSG00000213452.4	AKR1B1P2
ENSG00000272710.3	ENSG00000272710
ENSG00000206538.9	VGLL3
ENSG00000239614.1	HMGN1P7
ENSG00000057019.16	DCBLD2
ENSG00000206712.1	RNU6-26P
ENSG00000206535.8	LNP1
ENSG00000288848.2	ENSG00000288848
ENSG00000241634.1	RPL13P8
ENSG00000163507.15	CIP2A
ENSG00000240891.8	PLCXD2
ENSG00000288896.2	ENSG00000288896
ENSG00000121577.14	POPDC2
ENSG00000244308.2	RN7SL762P
ENSG00000145087.14	STXBP5L
ENSG00000065534.20	MYLK
ENSG00000160145.16	KALRN
ENSG00000070476.15	ZXDC
ENSG00000250796.1	CIDECP2
ENSG00000287110.3	ACAD9-DT
ENSG00000244932.2	IFT122P2
ENSG00000182923.20	CEP63
ENSG00000158163.15	DZIP1L
ENSG00000158258.16	CLSTN2
ENSG00000155893.13	PXYLP1
ENSG00000120756.13	PLS1
ENSG00000287045.2	ENSG00000287045
ENSG00000144893.13	MED12L
ENSG00000174944.9	P2RY14
ENSG00000114805.18	PLCH1
ENSG00000163590.14	PPM1L
ENSG00000226765.1	RPSAP33
ENSG00000231688.1	RPL21P43
ENSG00000242268.3	LINC02082
ENSG00000284862.3	CCDC39
ENSG00000272922.1	ENSG00000272922
ENSG00000127252.7	PLAAT1
ENSG00000207370.1	Y_RNA
ENSG00000231770.8	TMEM44-AS1
ENSG00000230266.2	XXYLT1-AS2
ENSG00000061938.21	TNK2
ENSG00000290762.1	ENSG00000290762
ENSG00000072274.14	TFRC
ENSG00000075711.21	DLG1
ENSG00000289396.1	ENSG00000289396
ENSG00000227375.6	DLG1-AS1
ENSG00000272989.1	LINC02012
ENSG00000291091.1	SDHAP4
ENSG00000250312.8	ZNF718
ENSG00000275426.1	ENSG00000275426
ENSG00000196810.6	CTBP1-DT
ENSG00000163950.13	SLBP
ENSG00000109685.19	NSD2
ENSG00000185818.8	NAT8L
ENSG00000290374.1	FAM86EP
ENSG00000251669.7	FAM86EP
ENSG00000072832.15	CRMP1
ENSG00000178163.8	ZNF518B
ENSG00000145147.20	SLIT2
ENSG00000174145.8	NWD2
ENSG00000249348.2	UGDH-AS1
ENSG00000075539.15	FRYL
ENSG00000248256.1	OCIAD1-AS1
ENSG00000109184.15	DCUN1D4
ENSG00000251286.2	ENSG00000251286
ENSG00000282278.1	ENSG00000282278
ENSG00000084092.7	NOA1
ENSG00000249413.2	ENSG00000249413
ENSG00000289019.1	ENSG00000289019
ENSG00000250877.1	ENSG00000250877
ENSG00000163738.19	MTHFD2L
ENSG00000172493.23	AFF1
ENSG00000005059.16	MCUB
ENSG00000250046.3	ENSG00000250046
ENSG00000174607.11	UGT8
ENSG00000154608.14	CEP170P1
ENSG00000291201.1	ENSG00000291201
ENSG00000260404.6	ENSG00000260404
ENSG00000248213.3	CICP16
ENSG00000250938.8	MAD2L1-DT
ENSG00000170917.14	NUDT6
ENSG00000250241.7	PCDH10-DT
ENSG00000138650.9	PCDH10
ENSG00000272717.1	ENSG00000272717
ENSG00000252233.1	RN7SKP253
ENSG00000153132.13	CLGN
ENSG00000109654.16	TRIM2
ENSG00000061918.14	GUCY1B1
ENSG00000038295.8	TLL1
ENSG00000129116.20	PALLD
ENSG00000288728.2	ENSG00000288728
ENSG00000250131.2	AGA-DT
ENSG00000177822.10	TENM3-AS1
ENSG00000218336.9	TENM3
ENSG00000214273.4	AGGF1P1
ENSG00000188818.13	ZDHHC11
ENSG00000286388.1	ENSG00000286388
ENSG00000291055.2	ENSG00000291055
ENSG00000248126.1	ENSG00000248126
ENSG00000251476.2	MTCO1P31
ENSG00000164151.12	ICE1
ENSG00000250056.8	LINC01018
ENSG00000169862.21	CTNND2
ENSG00000250482.3	DUX4L51
ENSG00000288579.1	ENSG00000288579
ENSG00000168671.10	UGT3A2
ENSG00000198865.10	CCDC152
ENSG00000248240.1	ENSG00000248240
ENSG00000164588.8	HCN1
ENSG00000213949.10	ITGA1
ENSG00000247796.3	MOCS2-DT
ENSG00000225230.1	ENSG00000225230
ENSG00000155542.12	SETD9
ENSG00000164181.14	ELOVL7
ENSG00000049167.16	ERCC8
ENSG00000250669.1	ENSG00000250669
ENSG00000145675.16	PIK3R1
ENSG00000280187.2	ENSG00000280187
ENSG00000253203.7	GUSBP3
ENSG00000253492.1	CDH12P3
ENSG00000253333.1	ENSG00000253333
ENSG00000172058.16	SERF1A
ENSG00000289810.1	ENSG00000289810
ENSG00000145736.15	GTF2H2
ENSG00000244061.1	ENSG00000244061
ENSG00000171617.16	ENC1
ENSG00000113273.17	ARSB
ENSG00000249655.1	ENSG00000249655
ENSG00000248967.1	ENSG00000248967
ENSG00000164180.14	TMEM161B
ENSG00000164199.18	ADGRV1
ENSG00000249169.1	ENSG00000249169
ENSG00000249175.1	ENSG00000249175
ENSG00000249448.1	MTCO1P24
ENSG00000251553.1	DDX18P4
ENSG00000247877.8	FAM174A-DT
ENSG00000248268.1	ENSG00000248268
ENSG00000248885.1	SEPTIN7P10
ENSG00000250803.7	ZNF475
ENSG00000168938.6	PPIC
ENSG00000145794.17	MEGF10
ENSG00000251032.1	CUL1P1
ENSG00000248955.1	ENSG00000248955
ENSG00000112981.5	NME5
ENSG00000146013.12	GFRA3
ENSG00000278915.1	ENSG00000278915
ENSG00000254122.3	PCDHGB7
ENSG00000253159.3	PCDHGA12
ENSG00000240184.7	PCDHGC3
ENSG00000242419.6	PCDHGC4
ENSG00000240764.4	PCDHGC5
ENSG00000183876.9	ARSI
ENSG00000070614.15	NDST1
ENSG00000123643.14	SLC36A1
ENSG00000135083.17	CCNJL
ENSG00000288799.1	ENSG00000288799
ENSG00000253295.2	ENSG00000253295
ENSG00000221464.1	MIR1271
ENSG00000074276.11	CDHR2
ENSG00000169258.7	GPRIN1
ENSG00000246334.3	PRR7-AS1
ENSG00000249129.1	SUDS3P1
ENSG00000145911.6	N4BP3
ENSG00000197451.12	HNRNPAB
ENSG00000291019.1	AACSP1
ENSG00000037280.16	FLT4
ENSG00000222533.1	RNU6-705P
ENSG00000280916.4	FOXCUT
ENSG00000230269.7	LINC02525
ENSG00000261211.2	ENSG00000261211
ENSG00000197977.4	ELOVL2
ENSG00000274541.1	ENSG00000274541
ENSG00000205269.6	TMEM170B
ENSG00000137393.10	RNF144B
ENSG00000289981.1	ENSG00000289981
ENSG00000112242.16	E2F3
ENSG00000112293.15	GPLD1
ENSG00000230056.1	DDX6P1
ENSG00000230521.1	ENSG00000230521
ENSG00000227766.1	ENSG00000227766
ENSG00000237669.1	ENSG00000237669
ENSG00000206344.8	HCG27
ENSG00000271821.1	ENSG00000271821
ENSG00000201207.1	Y_RNA
ENSG00000166278.16	C2
ENSG00000199036.1	MIR219A1
ENSG00000285064.2	ENSG00000285064
ENSG00000156639.12	ZFAND3
ENSG00000288721.1	ENSG00000288721
ENSG00000001561.7	ENPP4
ENSG00000112118.20	MCM3
ENSG00000291006.1	ENSG00000291006
ENSG00000216775.5	ENSG00000216775
ENSG00000288646.1	ENSG00000288646
ENSG00000137269.15	LRRC1
ENSG00000213335.4	CLNS1AP1
ENSG00000220666.2	RCC2P7
ENSG00000289911.1	ENSG00000289911
ENSG00000112280.18	COL9A1
ENSG00000253809.1	ENSG00000253809
ENSG00000233237.9	LINC00472
ENSG00000119899.13	SLC17A5
ENSG00000271793.2	ENSG00000271793
ENSG00000198738.4	SMIM11P1
ENSG00000118412.13	CASP8AP2
ENSG00000172461.11	FUT9
ENSG00000272398.6	CD24
ENSG00000112290.13	WASF1
ENSG00000288560.1	ENSG00000288560
ENSG00000111877.18	MCM9
ENSG00000152661.9	GJA1
ENSG00000189367.15	KIAA0408
ENSG00000255330.9	ENSG00000255330
ENSG00000214338.11	MTCL3
ENSG00000198945.8	L3MBTL3
ENSG00000227678.8	ENSG00000227678
ENSG00000112425.16	EPM2A
ENSG00000288551.1	ENSG00000288551
ENSG00000131016.17	AKAP12
ENSG00000181472.5	ZBTB2
ENSG00000091844.8	RGS17
ENSG00000288520.1	ENSG00000288520
ENSG00000175048.17	ZDHHC14
ENSG00000130338.13	TULP4
ENSG00000219249.2	AMZ2P2
ENSG00000220305.1	HNRNPH1P1
ENSG00000197081.16	IGF2R
ENSG00000272841.1	MAP3K4-AS1
ENSG00000280057.1	ENSG00000280057
ENSG00000229921.7	KIF25-AS1
ENSG00000188191.16	PRKAR1B
ENSG00000198517.10	MAFK
ENSG00000106266.11	SNX8
ENSG00000106012.19	IQCE
ENSG00000272953.2	ENSG00000272953
ENSG00000235944.11	ZNF815P
ENSG00000122674.12	CCZ1
ENSG00000106537.8	TSPAN13
ENSG00000279048.2	ENSG00000279048
ENSG00000105855.10	ITGB8
ENSG00000105889.16	STEAP1B
ENSG00000226279.2	RPL12P10
ENSG00000122591.13	HYCC1
ENSG00000289053.2	ENSG00000289053
ENSG00000105991.10	HOXA1
ENSG00000233429.9	HOTAIRM1
ENSG00000274864.1	ENSG00000274864
ENSG00000227855.5	DPY19L2P3
ENSG00000122574.12	WIPF3
ENSG00000286847.1	ENSG00000286847
ENSG00000244480.1	ENSG00000244480
ENSG00000233854.2	POU6F2-AS2
ENSG00000058404.21	CAMK2B
ENSG00000291208.1	ENSG00000291208
ENSG00000272556.4	GTF2IP13
ENSG00000136205.18	TNS3
ENSG00000132436.13	FIGNL1
ENSG00000154978.13	VOPP1
ENSG00000213462.5	ERV3-1
ENSG00000196715.7	VKORC1L1
ENSG00000243335.10	KCTD7
ENSG00000289177.2	ENSG00000289177
ENSG00000106683.15	LIMK1
ENSG00000232729.8	GTF2I-AS1
ENSG00000290833.1	ENSG00000290833
ENSG00000205583.15	STAG3L1
ENSG00000127946.17	HIP1
ENSG00000289836.1	ENSG00000289836
ENSG00000198556.14	ZNF789
ENSG00000106258.16	CYP3A5
ENSG00000160868.16	CYP3A4
ENSG00000078487.18	ZCWPW1
ENSG00000161036.13	LRWD1
ENSG00000005249.14	PRKAR2B
ENSG00000241764.5	CBLL1-AS1
ENSG00000091129.22	NRCAM
ENSG00000242588.7	ENSG00000242588
ENSG00000281490.1	CICP14
ENSG00000128578.10	STRIP2
ENSG00000221866.10	PLXNA4
ENSG00000122783.17	CYREN
ENSG00000146859.6	TMEM140
ENSG00000224469.1	ENSG00000224469
ENSG00000122778.10	KIAA1549
ENSG00000229977.2	ENSG00000229977
ENSG00000290816.1	ENSG00000290816
ENSG00000174469.23	CNTNAP2
ENSG00000197362.15	ZNF786
ENSG00000197024.9	ZNF398
ENSG00000181220.18	ZNF746
ENSG00000291118.1	ZNF767P
ENSG00000133624.15	ZNF767P
ENSG00000171130.19	ATP6V0E2
ENSG00000273293.1	ENSG00000273293
ENSG00000240449.1	REPIN1-AS1
ENSG00000214022.12	REPIN1
ENSG00000213205.3	STRADBP1
ENSG00000196584.4	XRCC2
ENSG00000147364.17	FBXO25
ENSG00000176595.4	KBTBD11
ENSG00000253444.1	ENSG00000253444
ENSG00000215374.6	FAM66B
ENSG00000260093.1	MSRA-DT
ENSG00000258724.1	PINX1
ENSG00000104219.13	ZDHHC2
ENSG00000156006.5	NAT2
ENSG00000168487.20	BMP1
ENSG00000168077.14	SCARA3
ENSG00000171320.15	ESCO2
ENSG00000104290.11	FZD3
ENSG00000290005.1	ENSG00000290005
ENSG00000197892.13	KIF13B
ENSG00000254129.1	ENSG00000254129
ENSG00000254109.6	RBPMS-AS1
ENSG00000133863.9	TEX15
ENSG00000172733.12	PURG
ENSG00000253393.1	RANP9
ENSG00000147536.12	GINS4
ENSG00000253174.2	ENSG00000253174
ENSG00000238966.1	ENSG00000238966
ENSG00000104738.19	MCM4
ENSG00000196711.9	ALKAL1
ENSG00000288611.1	NPBWR1
ENSG00000272155.1	ENSG00000272155
ENSG00000185697.17	MYBL1
ENSG00000271966.1	ARFGEF1-DT
ENSG00000250979.1	ENSG00000250979
ENSG00000104381.14	GDAP1
ENSG00000137558.9	PI15
ENSG00000260398.1	ENSG00000260398
ENSG00000076641.4	PAG1
ENSG00000251136.11	PARAIL
ENSG00000175305.18	CCNE2
ENSG00000289767.1	ENSG00000289767
ENSG00000177570.15	SAMD12
ENSG00000147676.14	MAL2
ENSG00000172164.15	SNTB1
ENSG00000253438.5	PCAT1
ENSG00000224110.3	MTRF1LP2
ENSG00000129295.10	DNAAF11
ENSG00000261220.3	ST3GAL1-DT
ENSG00000066827.16	ZFAT
ENSG00000227473.1	TSSK5P
ENSG00000196150.14	ZNF250
ENSG00000291080.1	ZNF252P
ENSG00000196922.13	ZNF252P
ENSG00000255164.1	ENSG00000255164
ENSG00000289552.2	ENSG00000289552
ENSG00000107014.9	RLN2
ENSG00000231376.1	HMGN2P16
ENSG00000227071.1	FOCAD-AS1
ENSG00000287355.1	ENSG00000287355
ENSG00000237437.1	ASS1P12
ENSG00000186638.17	KIF24
ENSG00000164970.15	FAM219A
ENSG00000198722.15	UNC13B
ENSG00000137075.18	RNF38
ENSG00000229273.1	ENSG00000229273
ENSG00000279561.3	ENSG00000279561
ENSG00000231527.7	FAM27C
ENSG00000284471.1	ENSG00000284471
ENSG00000278068.1	ENSG00000278068
ENSG00000276386.1	CNTNAP3P2
ENSG00000274026.2	FAM27E3
ENSG00000275493.2	ENSG00000275493
ENSG00000261447.1	ENSG00000261447
ENSG00000233933.2	ENSG00000233933
ENSG00000187764.12	SEMA4D
ENSG00000229065.1	ENSG00000229065
ENSG00000271155.1	ENSG00000271155
ENSG00000182150.20	ERCC6L2
ENSG00000290770.1	MFSD14CP
ENSG00000252942.1	RNA5SP290
ENSG00000270332.4	SMC2-DT
ENSG00000165124.19	SVEP1
ENSG00000230081.2	HSPE1P28
ENSG00000157653.12	C9orf43
ENSG00000136848.19	DAB2IP
ENSG00000175764.17	TTLL11
ENSG00000148200.17	NR6A1
ENSG00000160401.15	CFAP157
ENSG00000160447.7	PKN3
ENSG00000287234.1	ENSG00000287234
ENSG00000107263.19	RAPGEF1
ENSG00000107290.14	SETX
ENSG00000273473.1	ENSG00000273473
ENSG00000196422.11	PPP1R26
ENSG00000238058.2	CAMSAP1-DT
ENSG00000265806.1	MIR4292
ENSG00000127191.18	TRAF2
ENSG00000165724.6	ZMYND19
ENSG00000283411.1	ENSG00000283411
ENSG00000263511.1	MIR5699
ENSG00000134463.15	ECHDC3
ENSG00000065328.17	MCM10
ENSG00000180592.17	SKIDA1
ENSG00000286810.1	ENSG00000286810
ENSG00000277479.1	ENSG00000277479
ENSG00000293022.1	ENSG00000293022
ENSG00000224919.1	ENSG00000224919
ENSG00000204172.12	AGAP9
ENSG00000254929.6	ENSG00000254929
ENSG00000188611.17	ASAH2
ENSG00000287016.1	ENSG00000287016
ENSG00000156574.10	NODAL
ENSG00000231471.1	HMGN2P34
ENSG00000166348.20	USP54
ENSG00000268584.1	ENSG00000268584
ENSG00000108175.19	ZMIZ1
ENSG00000180628.15	PCGF5
ENSG00000165338.17	HECTD2
ENSG00000119938.9	PPP1R3C
ENSG00000155629.15	PIK3AP1
ENSG00000196233.14	LCOR
ENSG00000107521.21	HPS1
ENSG00000289758.1	ENSG00000289758
ENSG00000198018.7	ENTPD7
ENSG00000273162.1	ENSG00000273162
ENSG00000156398.13	SFXN2
ENSG00000235266.1	RPL22P17
ENSG00000148798.11	INA
ENSG00000156374.16	PCGF6
ENSG00000138172.11	CALHM2
ENSG00000151532.15	VTI1A
ENSG00000260917.1	ENSG00000260917
ENSG00000107518.18	ATRNL1
ENSG00000197771.13	MCMBP
ENSG00000277290.1	ENSG00000277290
ENSG00000174915.12	PTDSS2
ENSG00000070047.13	PHRF1
ENSG00000255108.1	ENSG00000255108
ENSG00000174672.16	BRSK2
ENSG00000229512.1	ENSG00000229512
ENSG00000290075.1	ENSG00000290075
ENSG00000129749.3	CHRNA10
ENSG00000149050.10	ZNF214
ENSG00000254707.1	ENSG00000254707
ENSG00000238387.1	ENSG00000238387
ENSG00000187079.20	TEAD1
ENSG00000166689.18	PLEKHA7
ENSG00000187486.7	KCNJ11
ENSG00000129173.13	E2F8
ENSG00000255160.5	ENSG00000255160
ENSG00000171714.13	ANO5
ENSG00000110427.17	KIAA1549L
ENSG00000271369.1	ENSG00000271369
ENSG00000270491.1	ENSG00000270491
ENSG00000135362.14	PRR5L
ENSG00000251557.5	ENSG00000251557
ENSG00000052850.8	ALX4
ENSG00000255451.1	ENSG00000255451
ENSG00000121653.11	MAPK8IP1
ENSG00000255498.1	ENSG00000255498
ENSG00000149177.15	PTPRJ
ENSG00000269570.2	ENSG00000269570
ENSG00000156689.7	GLYATL2
ENSG00000166840.14	GLYATL1
ENSG00000189057.11	FAM111B
ENSG00000255118.1	ENSG00000255118
ENSG00000255126.1	ENSG00000255126
ENSG00000289562.2	ENSG00000289562
ENSG00000149782.13	PLCB3
ENSG00000110047.18	EHD1
ENSG00000110046.14	ATG2A
ENSG00000286459.1	ENSG00000286459
ENSG00000174516.15	PELI3
ENSG00000255517.8	DPP3-DT
ENSG00000286688.1	ENSG00000286688
ENSG00000173898.16	SPTBN2
ENSG00000006534.17	ALDH3B1
ENSG00000255306.1	GLTC1
ENSG00000293548.1	ENSG00000293548
ENSG00000289716.1	XNDC1N-ZNF705EP-ALG1L9P
ENSG00000285864.1	ENSG00000285864
ENSG00000231726.2	HMGN2P38
ENSG00000021300.14	PLEKHB1
ENSG00000168014.18	C2CD3
ENSG00000255421.1	ENSG00000255421
ENSG00000179240.13	GVQW3
ENSG00000149262.19	INTS4
ENSG00000246174.10	KCTD21-AS1
ENSG00000033327.13	GAB2
ENSG00000254441.1	EIF2S2P6
ENSG00000165494.12	PCF11
ENSG00000288809.1	ENSG00000288809
ENSG00000110172.12	CHORDC1
ENSG00000165323.16	FAT3
ENSG00000110218.9	PANX1
ENSG00000255893.1	ENSG00000255893
ENSG00000288833.2	ENSG00000288833
ENSG00000254987.1	ENSG00000254987
ENSG00000170962.13	PDGFD
ENSG00000152402.11	GUCY1A2
ENSG00000255121.2	CENATAC-DT
ENSG00000272186.1	VPS11-DT
ENSG00000259571.2	BLID
ENSG00000109971.14	HSPA8
ENSG00000293069.1	ENSG00000293069
ENSG00000187686.5	KRT18P59
ENSG00000134954.14	ETS1
ENSG00000084234.18	APLP2
ENSG00000250132.6	ENSG00000250132
ENSG00000082805.21	ERC1
ENSG00000278255.1	ENSG00000278255
ENSG00000197905.10	TEAD4
ENSG00000250899.3	ENSG00000250899
ENSG00000276417.1	ENSG00000276417
ENSG00000293308.1	ENSG00000293308
ENSG00000278635.1	ENSG00000278635
ENSG00000291289.1	ENSG00000291289
ENSG00000121318.3	TAS2R10
ENSG00000183935.6	HTR7P1
ENSG00000111713.3	GYS2
ENSG00000278743.2	ENSG00000278743
ENSG00000256079.1	FAM133GP
ENSG00000123094.16	RASSF8
ENSG00000133687.16	TMTC1
ENSG00000175548.9	ALG10B
ENSG00000272369.1	ENSG00000272369
ENSG00000167528.13	ZNF641
ENSG00000257660.5	ADCY6-DT
ENSG00000261586.2	ENSG00000261586
ENSG00000289154.2	ENSG00000289154
ENSG00000135482.7	ZC3H10
ENSG00000258260.1	ENSG00000258260
ENSG00000198056.16	PRIM1
ENSG00000257159.1	ENSG00000257159
ENSG00000177990.12	DPY19L2
ENSG00000174099.12	MSRB3
ENSG00000241749.5	RPSAP52
ENSG00000155974.14	GRIP1
ENSG00000127328.22	RAB3IP
ENSG00000258052.1	ENSG00000258052
ENSG00000236333.4	TRHDE-AS1
ENSG00000258088.1	ENSG00000258088
ENSG00000177425.11	PAWR
