Geneid	Genesymbol
ENSG00000186205.14	MTARC1
ENSG00000162819.12	BROX
ENSG00000143756.12	FBXO28
ENSG00000237101.1	ENSG00000237101
ENSG00000143748.18	NVL
ENSG00000143815.15	LBR
ENSG00000270094.1	ENSG00000270094
ENSG00000154429.11	CCSAP
ENSG00000135763.10	URB2
ENSG00000143641.10	GALNT2
ENSG00000143643.13	TTC13
ENSG00000010072.16	SPRTN
ENSG00000162946.24	DISC1
ENSG00000225486.1	ENSG00000225486
ENSG00000119285.11	HEATR1
ENSG00000162851.8	TFB2M
ENSG00000215796.3	ENSG00000215796
ENSG00000188295.15	ZNF669
ENSG00000185220.12	PGBD2
ENSG00000286905.1	ENSG00000286905
ENSG00000287126.1	ENSG00000287126
ENSG00000291325.1	ENSG00000291325
ENSG00000231532.6	LINC01249
ENSG00000230090.5	ENSG00000230090
ENSG00000143797.12	MBOAT2
ENSG00000169016.17	E2F6
ENSG00000138031.15	ADCY3
ENSG00000084710.14	EFR3B
ENSG00000157851.17	DPYSL5
ENSG00000138073.14	PREB
ENSG00000084774.14	CAD
ENSG00000115241.11	PPM1G
ENSG00000213626.13	LBH
ENSG00000013016.16	EHD3
ENSG00000152683.14	SLC30A6
ENSG00000119812.20	FAM98A
ENSG00000273090.1	ENSG00000273090
ENSG00000171055.15	FEZ2
ENSG00000280276.1	ENSG00000280276
ENSG00000068784.13	SRBD1
ENSG00000171150.9	SOCS5
ENSG00000180398.13	MCFD2
ENSG00000233845.1	ENSG00000233845
ENSG00000143942.5	CHAC2
ENSG00000068878.15	PSME4
ENSG00000028116.18	VRK2
ENSG00000115421.13	PAPOLG
ENSG00000115484.15	CCT4
ENSG00000197329.12	PELI1
ENSG00000115902.11	SLC1A4
ENSG00000172974.11	VDAC2P5
ENSG00000198369.10	SPRED2
ENSG00000143971.9	ETAA1
ENSG00000273398.6	ENSG00000273398
ENSG00000275381.1	ENSG00000275381
ENSG00000258881.6	ENSG00000258881
ENSG00000228384.4	ENSG00000228384
ENSG00000288065.1	ENSG00000288065
ENSG00000115275.15	MOGS
ENSG00000135956.10	TMEM127
ENSG00000158158.12	CNNM4
ENSG00000071073.13	MGAT4A
ENSG00000115526.11	CHST10
ENSG00000212283.1	SNORD89
ENSG00000144057.16	ST6GAL2
ENSG00000214184.3	GCC2-AS1
ENSG00000163006.12	CCDC138
ENSG00000153094.26	BCL2L11
ENSG00000153107.13	ANAPC1
ENSG00000114999.8	TTL
ENSG00000125630.16	POLR1B
ENSG00000144134.19	RABL2A
ENSG00000163166.15	IWS1
ENSG00000231731.7	ENSG00000231731
ENSG00000136731.13	UGGT1
ENSG00000152117.19	SMPD4BP
ENSG00000115839.20	RAB3GAP1
ENSG00000048991.18	R3HDM1
ENSG00000232377.1	ENSG00000232377
ENSG00000150556.17	LYPD6B
ENSG00000187123.15	LYPD6
ENSG00000235335.3	B3GALT1-AS1
ENSG00000213160.10	KLHL23
ENSG00000091436.17	MAP3K20
ENSG00000128656.15	CHN1
ENSG00000229337.2	ENSG00000229337
ENSG00000079156.17	OSBPL6
ENSG00000115232.14	ITGA4
ENSG00000077232.19	DNAJC10
ENSG00000162998.5	FRZB
ENSG00000144366.17	GULP1
ENSG00000064933.19	PMS1
ENSG00000115415.21	STAT1
ENSG00000247626.5	MARS2
ENSG00000196141.14	SPATS2L
ENSG00000115993.13	TRAK2
ENSG00000231955.1	ENSG00000231955
ENSG00000115568.16	ZNF142
ENSG00000163482.12	STK36
ENSG00000144567.11	RETREG2
ENSG00000123983.15	ACSL3
ENSG00000173744.18	AGFG1
ENSG00000163053.11	SLC16A14
ENSG00000206885.1	SNORA75
ENSG00000207280.1	SNORD20
ENSG00000130147.16	SH3BP4
ENSG00000168505.7	GBX2
ENSG00000132323.9	ILKAP
ENSG00000142327.13	RNPEPL1
ENSG00000176946.13	THAP4
ENSG00000168395.16	ING5
ENSG00000070950.10	RAD18
ENSG00000156983.17	BRPF1
ENSG00000114026.22	OGG1
ENSG00000163703.20	CRELD1
ENSG00000157014.11	TATDN2
ENSG00000154743.19	TSEN2
ENSG00000144712.13	CAND2
ENSG00000132182.13	NUP210
ENSG00000170876.9	TMEM43
ENSG00000131389.18	SLC6A6
ENSG00000154783.12	FGD5
ENSG00000207815.1	MIR563
ENSG00000163513.20	TGFBR2
ENSG00000163527.10	STT3B
ENSG00000153551.14	CMTM7
ENSG00000144668.12	ITGA9
ENSG00000235257.11	ITGA9-AS1
ENSG00000235482.1	RPL21P135
ENSG00000144677.15	CTDSPL
ENSG00000093217.11	XYLB
ENSG00000168038.11	ULK4
ENSG00000182606.17	TRAK1
ENSG00000093183.14	SEC22C
ENSG00000011198.10	ABHD5
ENSG00000214825.2	EI24P3
ENSG00000169981.11	ZNF35
ENSG00000196653.12	ZNF502
ENSG00000011376.12	LARS2
ENSG00000230530.2	LIMD1-AS1
ENSG00000160796.18	NBEAL2
ENSG00000114648.12	KLHL18
ENSG00000132153.15	DHX30
ENSG00000164045.12	CDC25A
ENSG00000284488.1	MIR6890
ENSG00000173402.13	DAG1
ENSG00000164068.16	RNF123
ENSG00000176095.12	IP6K1
ENSG00000068001.14	HYAL2
ENSG00000114738.11	MAPKAPK3
ENSG00000173389.16	IQCF1
ENSG00000114767.7	RRP9
ENSG00000164091.12	WDR82
ENSG00000275956.1	ENSG00000275956
ENSG00000248592.7	STIMATE-MUSTN1
ENSG00000213533.13	STIMATE
ENSG00000163935.14	SFMBT1
ENSG00000207109.1	SNORD38C
ENSG00000016391.11	CHDH
ENSG00000056736.10	IL17RB
ENSG00000144730.19	IL17RD
ENSG00000163636.11	PSMD6
ENSG00000163637.13	PRICKLE2
ENSG00000223409.1	RPL17P17
ENSG00000144741.19	SLC25A26
ENSG00000239263.1	RBM43P1
ENSG00000114861.24	FOXP1
ENSG00000285708.1	ENSG00000285708
ENSG00000163602.12	RYBP
ENSG00000240809.1	CAP1P1
ENSG00000240476.2	LINC00973
ENSG00000144815.18	NXPE3
ENSG00000170017.12	ALCAM
ENSG00000163507.15	CIP2A
ENSG00000144824.21	PHLDB2
ENSG00000121579.14	NAA50
ENSG00000151576.10	QTRT2
ENSG00000240254.2	B4GALT4-AS1
ENSG00000144840.10	RABL3
ENSG00000153767.10	GTF2E1
ENSG00000206527.10	HACD2
ENSG00000242199.1	RPS26P22
ENSG00000163870.16	TPRA1
ENSG00000114631.11	PODXL2
ENSG00000058262.11	SEC61A1
ENSG00000203644.3	ENSG00000203644
ENSG00000114686.9	MRPL3
ENSG00000138246.17	DNAJC13
ENSG00000285908.1	ENSG00000285908
ENSG00000073711.11	PPP2R3A
ENSG00000174564.13	IL20RB
ENSG00000114098.18	ARMC8
ENSG00000051382.9	PIK3CB
ENSG00000155893.13	PXYLP1
ENSG00000175054.16	ATR
ENSG00000251787.1	RNU7-47P
ENSG00000188313.13	PLSCR1
ENSG00000182000.9	PPIAP73
ENSG00000144893.13	MED12L
ENSG00000163659.13	TIPARP
ENSG00000168827.15	GFM1
ENSG00000272087.1	ENSG00000272087
ENSG00000248710.1	TRIM59-IFT80
ENSG00000186432.10	KPNA4
ENSG00000260572.1	PPM1L-DT
ENSG00000239227.1	ENSG00000239227
ENSG00000269984.1	ENSG00000269984
ENSG00000163577.8	EIF5A2
ENSG00000114346.14	ECT2
ENSG00000201458.1	RNU4-4P
ENSG00000288698.1	ENSG00000288698
ENSG00000058056.10	USP13
ENSG00000114770.17	ABCC5
ENSG00000175166.17	PSMD2
ENSG00000114867.22	EIF4G1
ENSG00000114859.16	CLCN2
ENSG00000113790.11	EHHADH
ENSG00000244405.8	ETV5
ENSG00000263776.1	SNORA4
ENSG00000232233.1	LINC02043
ENSG00000233565.1	RPL29P9
ENSG00000041802.11	LSG1
ENSG00000173950.16	XXYLT1
ENSG00000242086.8	MUC20-OT1
ENSG00000215837.7	SDHAP2
ENSG00000283426.1	SMBD1P
ENSG00000273331.1	TM4SF19-DYNLT2B
ENSG00000163961.4	RNF168
ENSG00000251595.8	ABCA11P
ENSG00000248416.1	ENSG00000248416
ENSG00000090316.16	MAEA
ENSG00000253399.1	ENSG00000253399
ENSG00000168924.15	LETM1
ENSG00000063978.17	RNF4
ENSG00000087266.18	SH3BP2
ENSG00000152953.13	STK32B
ENSG00000279859.2	ENSG00000279859
ENSG00000170871.12	KIAA0232
ENSG00000132405.19	TBC1D14
ENSG00000272620.2	AFAP1-AS1
ENSG00000250471.2	GMPSP1
ENSG00000071127.18	WDR1
ENSG00000264931.1	MIR3138
ENSG00000250896.1	RNPS1P1
ENSG00000289849.1	ENSG00000289849
ENSG00000168228.16	ZCCHC4
ENSG00000181826.10	RELL1
ENSG00000109790.18	KLHL5
ENSG00000249207.2	ENSG00000249207
ENSG00000035928.17	RFC1
ENSG00000078140.14	UBE2K
ENSG00000163697.18	APBB2
ENSG00000250906.1	ENSG00000250906
ENSG00000109133.14	TMEM33
ENSG00000145216.17	FIP1L1
ENSG00000134852.15	CLOCK
ENSG00000047315.17	POLR2B
ENSG00000248049.8	UBA6-DT
ENSG00000163738.19	MTHFD2L
ENSG00000182585.10	EPGN
ENSG00000138768.15	USO1
ENSG00000245928.2	SDAD1-AS1
ENSG00000138758.12	SEPTIN11
ENSG00000163312.11	HELQ
ENSG00000145332.14	KLHL8
ENSG00000145335.17	SNCA
ENSG00000163104.18	SMARCAD1
ENSG00000163110.15	PDLIM5
ENSG00000138696.11	BMPR1B
ENSG00000164031.17	DNAJB14
ENSG00000109320.14	NFKB1
ENSG00000138785.16	INTS12
ENSG00000249965.2	CDC42P4
ENSG00000174607.11	UGT8
ENSG00000291203.1	ENSG00000291203
ENSG00000138735.16	PDE5A
ENSG00000145386.11	CCNA2
ENSG00000077684.16	JADE1
ENSG00000151012.13	SLC7A11
ENSG00000151014.6	NOCT
ENSG00000164134.14	NAA15
ENSG00000153147.6	SMARCA5
ENSG00000170365.10	SMAD1
ENSG00000151617.17	EDNRA
ENSG00000251298.1	TMEM184C-DT
ENSG00000071205.12	ARHGAP10
ENSG00000251455.1	ENSG00000251455
ENSG00000052795.13	FNIP2
ENSG00000249623.1	PALLD-AS1
ENSG00000154447.15	SH3RF1
ENSG00000109586.12	GALNT7
ENSG00000038002.9	AGA
ENSG00000168564.6	CDKN2AIP
ENSG00000164323.15	CFAP97
ENSG00000028310.18	BRD9
ENSG00000071539.14	TRIP13
ENSG00000164362.21	TERT
ENSG00000153395.10	LPCAT1
ENSG00000185986.14	SDHAP3
ENSG00000037474.15	NSUN2
ENSG00000245729.2	LINC02226
ENSG00000249159.6	ENSG00000249159
ENSG00000150756.14	ATPSCKMT
ENSG00000241739.1	RPL21P56
ENSG00000250764.1	ENSG00000250764
ENSG00000279995.1	ENSG00000279995
ENSG00000168671.10	UGT3A2
ENSG00000113569.16	NUP155
ENSG00000205765.10	RIMOC1
ENSG00000112964.14	GHR
ENSG00000272234.1	ENSG00000272234
ENSG00000251131.3	ENSG00000251131
ENSG00000213949.10	ITGA1
ENSG00000272416.1	ENSG00000272416
ENSG00000067248.11	DHX29
ENSG00000039123.16	MTREX
ENSG00000152932.8	RAB3C
ENSG00000049167.16	ERCC8
ENSG00000276945.1	ENSG00000276945
ENSG00000251279.3	SMIM15-AS1
ENSG00000086200.17	IPO11
ENSG00000197860.10	SGTB
ENSG00000112851.16	ERBIN
ENSG00000134058.12	CDK7
ENSG00000164338.10	UTP15
ENSG00000198780.13	FAM169A
ENSG00000113161.17	HMGCR
ENSG00000132842.15	AP3B1
ENSG00000145685.14	LHFPL2
ENSG00000113273.17	ARSB
ENSG00000177034.18	MTX3
ENSG00000164300.17	SERINC5
ENSG00000249835.2	VCAN-AS1
ENSG00000285190.1	ENSG00000285190
ENSG00000113356.13	POLR3G
ENSG00000286121.1	ENSG00000286121
ENSG00000175471.20	MCTP1
ENSG00000118985.16	ELL2
ENSG00000249787.2	ENSG00000249787
ENSG00000181751.10	MACIR
ENSG00000134987.13	WDR36
ENSG00000164211.13	STARD4
ENSG00000134970.14	TMED7
ENSG00000249996.1	PPIC-AS1
ENSG00000288766.1	ENSG00000288766
ENSG00000113368.12	LMNB1
ENSG00000249421.2	ADAMTS19-AS1
ENSG00000145808.10	ADAMTS19
ENSG00000158985.14	CDC42SE2
ENSG00000170606.16	HSPA4
ENSG00000006837.12	CDKL3
ENSG00000222266.1	RNU6-757P
ENSG00000132570.15	PCBD2
ENSG00000120738.8	EGR1
ENSG00000120705.13	ETF1
ENSG00000289155.2	ENSG00000289155
ENSG00000204970.10	PCDHA1
ENSG00000113209.9	PCDHB5
ENSG00000081853.15	PCDHGA2
ENSG00000253910.3	PCDHGB2
ENSG00000253731.3	PCDHGA6
ENSG00000253537.3	PCDHGA7
ENSG00000253953.3	PCDHGB4
ENSG00000276547.2	PCDHGB5
ENSG00000254122.3	PCDHGB7
ENSG00000242020.3	RN7SL68P
ENSG00000131504.18	DIAPH1
ENSG00000013561.18	RNF14
ENSG00000187678.10	SPRY4
ENSG00000231579.3	RPL7P21
ENSG00000156463.18	SH3RF2
ENSG00000133706.20	LARS1
ENSG00000241112.1	RPL29P14
ENSG00000155846.17	PPARGC1B
ENSG00000183876.9	ARSI
ENSG00000123643.14	SLC36A1
ENSG00000271795.1	ENSG00000271795
ENSG00000055147.19	FAM114A2
ENSG00000164574.16	GALNT10
ENSG00000145860.13	RNF145
ENSG00000135083.17	CCNJL
ENSG00000113739.11	STC2
ENSG00000254164.1	ENSG00000254164
ENSG00000113749.8	HRH2
ENSG00000122203.15	KIAA1191
ENSG00000250909.1	ENSG00000250909
ENSG00000169258.7	GPRIN1
ENSG00000198055.11	GRK6
ENSG00000113758.14	DBN1
ENSG00000206624.1	RNU1-39P
ENSG00000161011.20	SQSTM1
ENSG00000146063.20	TRIM41
ENSG00000247049.2	ENSG00000247049
ENSG00000287293.1	ENSG00000287293
ENSG00000145945.7	FAM50B
ENSG00000153046.18	CDYL
ENSG00000216360.1	ENSG00000216360
ENSG00000239264.9	TXNDC5
ENSG00000259040.5	BLOC1S5-TXNDC5
ENSG00000112186.13	CAP2
ENSG00000165097.16	KDM1B
ENSG00000172197.11	MBOAT1
ENSG00000196812.6	ZSCAN16
ENSG00000228078.1	HLA-U
ENSG00000236603.2	RANP1
ENSG00000146112.12	PPP1R18
ENSG00000204394.13	VARS1
ENSG00000284517.1	MIR6873
ENSG00000285064.2	ENSG00000285064
ENSG00000266509.1	MIR3934
ENSG00000197753.11	LHFPL5
ENSG00000096063.16	SRPK1
ENSG00000112078.14	KCTD20
ENSG00000156639.12	ZFAND3
ENSG00000112578.10	BYSL
ENSG00000231113.2	LINC02976
ENSG00000124541.7	RRP36
ENSG00000271754.1	ENSG00000271754
ENSG00000124571.18	XPO5
ENSG00000157593.20	SLC35B2
ENSG00000146232.17	NFKBIE
ENSG00000146072.6	TNFRSF21
ENSG00000008196.13	TFAP2B
ENSG00000170915.9	PAQR8
ENSG00000001084.13	GCLC
ENSG00000249379.2	GCLC-AS1
ENSG00000112175.8	BMP5
ENSG00000112208.11	BAG2
ENSG00000253809.1	ENSG00000253809
ENSG00000082269.17	FAM135A
ENSG00000252498.1	RNU6-1016P
ENSG00000198478.8	SH3BGRL2
ENSG00000233967.7	ENSG00000233967
ENSG00000005700.15	IBTK
ENSG00000013375.17	PGM3
ENSG00000065833.9	ME1
ENSG00000271793.2	ENSG00000271793
ENSG00000135316.20	SYNCRIP
ENSG00000187772.8	LIN28B
ENSG00000244710.3	RN7SL47P
ENSG00000178409.14	BEND3
ENSG00000234206.5	ENSG00000234206
ENSG00000112365.6	ZBTB24
ENSG00000123505.20	AMD1
ENSG00000218803.1	GSTM2P1
ENSG00000220392.1	FCF1P5
ENSG00000112769.20	LAMA4
ENSG00000285446.1	ENSG00000285446
ENSG00000289304.2	ENSG00000289304
ENSG00000218233.1	NEPNP
ENSG00000153989.8	NUS1
ENSG00000111877.18	MCM9
ENSG00000272472.1	ENSG00000272472
ENSG00000111912.20	NCOA7
ENSG00000227945.1	PTPRK-AS1
ENSG00000164484.12	TMEM200A
ENSG00000290067.1	ENSG00000290067
ENSG00000206754.1	SNORD101
ENSG00000221500.1	SNORD100
ENSG00000029363.17	BCLAF1
ENSG00000257065.1	ENSG00000257065
ENSG00000227660.1	UST-AS1
ENSG00000218996.1	ARL4AP5
ENSG00000181472.5	ZBTB2
ENSG00000288520.1	ENSG00000288520
ENSG00000146426.19	TIAM2
ENSG00000235381.1	ENSG00000235381
ENSG00000146433.11	TMEM181
ENSG00000092820.19	EZR
ENSG00000272980.5	ENSG00000272980
ENSG00000266896.1	ENSG00000266896
ENSG00000071994.11	PDCD2
ENSG00000106263.19	EIF3B
ENSG00000288792.1	ENSG00000288792
ENSG00000146535.15	GNA12
ENSG00000011275.19	RNF216
ENSG00000146576.13	INTS15
ENSG00000006468.15	ETV1
ENSG00000106546.14	AHR
ENSG00000122591.13	HYCC1
ENSG00000105928.16	GSDME
ENSG00000070882.13	OSBPL3
ENSG00000197576.15	HOXA4
ENSG00000136193.17	SCRN1
ENSG00000106080.11	FKBP14
ENSG00000286847.1	ENSG00000286847
ENSG00000251660.1	ENSG00000251660
ENSG00000106125.14	MINDY4
ENSG00000224946.1	ENSG00000224946
ENSG00000173852.16	DPY19L1
ENSG00000233854.2	POU6F2-AS2
ENSG00000290758.2	POLR2J4
ENSG00000136279.21	DBNL
ENSG00000106624.11	AEBP1
ENSG00000206838.1	SNORA5A
ENSG00000201772.1	SNORA5C
ENSG00000225507.1	ENSG00000225507
ENSG00000225705.2	ENSG00000225705
ENSG00000132436.13	FIGNL1
ENSG00000106070.20	GRB10
ENSG00000132434.10	LANCL2
ENSG00000154978.13	VOPP1
ENSG00000178665.16	ZNF713
ENSG00000206603.1	SNORA22B
ENSG00000196247.13	ZNF107
ENSG00000291124.1	ENSG00000291124
ENSG00000228409.9	CCT6P1
ENSG00000196715.7	VKORC1L1
ENSG00000291136.1	ENSG00000291136
ENSG00000243335.10	KCTD7
ENSG00000106683.15	LIMK1
ENSG00000274070.2	CASTOR2
ENSG00000277127.1	Metazoa_SRP
ENSG00000290951.1	ENSG00000290951
ENSG00000205583.15	STAG3L1
ENSG00000223705.12	NSUN5P1
ENSG00000170027.7	YWHAG
ENSG00000075213.11	SEMA3A
ENSG00000105792.19	CFAP69
ENSG00000234459.1	ENSG00000234459
ENSG00000273299.1	ENSG00000273299
ENSG00000127914.19	AKAP9
ENSG00000157259.8	GATAD1
ENSG00000164692.19	COL1A2
ENSG00000166529.16	ZSCAN21
ENSG00000221838.12	AP4M1
ENSG00000213420.8	GPC2
ENSG00000272752.6	STAG3L5P-PVRIG2P-PILRB
ENSG00000242294.7	STAG3L5P
ENSG00000121716.21	PILRB
ENSG00000286938.1	ENSG00000286938
ENSG00000160963.14	COL26A1
ENSG00000259294.1	ENSG00000259294
ENSG00000161036.13	LRWD1
ENSG00000285437.2	POLR2J3
ENSG00000091127.14	PUS7
ENSG00000105865.11	DUS4L
ENSG00000273055.1	ENSG00000273055
ENSG00000196937.11	FAM3C
ENSG00000008311.16	AASS
ENSG00000106348.19	IMPDH1
ENSG00000224163.4	ENSG00000224163
ENSG00000243230.1	ENSG00000243230
ENSG00000106459.15	NRF1
ENSG00000270823.1	ENSG00000270823
ENSG00000286214.1	COPG2IT1
ENSG00000226045.1	ENSG00000226045
ENSG00000273319.1	ENSG00000273319
ENSG00000122783.17	CYREN
ENSG00000105939.14	ZC3HAV1
ENSG00000105948.13	IFT56
ENSG00000270923.1	TAS2R6P
ENSG00000106144.20	CASP2
ENSG00000159840.16	ZYX
ENSG00000055130.18	CUL1
ENSG00000106462.12	EZH2
ENSG00000155660.11	PDIA4
ENSG00000204947.9	ZNF425
ENSG00000188707.8	ZBED10P
ENSG00000197150.13	ABCB8
ENSG00000285292.1	ABCF2-H2BK1
ENSG00000033050.9	ABCF2
ENSG00000033100.17	CHPF2
ENSG00000157212.20	PAXIP1
ENSG00000105982.17	RNF32
ENSG00000146909.8	NOM1
ENSG00000009335.19	UBE3C
ENSG00000224629.1	RPL36AP30
ENSG00000155093.20	PTPRN2
ENSG00000155189.12	AGPAT5
ENSG00000255310.2	ENSG00000255310
ENSG00000254556.1	ENSG00000254556
ENSG00000104643.10	MTMR9
ENSG00000270154.1	ENSG00000270154
ENSG00000003989.18	SLC7A2
ENSG00000168495.13	POLR3D
ENSG00000104635.15	SLC39A14
ENSG00000158941.17	CCAR2
ENSG00000253200.1	ENSG00000253200
ENSG00000197217.13	ENTPD4
ENSG00000104756.17	KCTD9
ENSG00000092964.18	DPYSL2
ENSG00000168079.17	SCARA5
ENSG00000012232.10	EXTL3
ENSG00000133863.9	TEX15
ENSG00000233170.4	ENSG00000233170
ENSG00000104332.12	SFRP1
ENSG00000147533.19	GOLGA7
ENSG00000147536.12	GINS4
ENSG00000264578.1	ENSG00000264578
ENSG00000070718.13	AP3M2
ENSG00000104365.16	IKBKB
ENSG00000185900.11	POMK
ENSG00000254198.1	ENSG00000254198
ENSG00000222522.1	RNU6-519P
ENSG00000187735.16	TCEA1
ENSG00000260955.2	ENSG00000260955
ENSG00000253523.1	ENSG00000253523
ENSG00000171316.14	CHD7
ENSG00000287998.1	ENSG00000287998
ENSG00000066855.16	MTFR1
ENSG00000179041.4	RRS1
ENSG00000285655.1	ENSG00000285655
ENSG00000121005.9	CRISPLD1
ENSG00000164683.19	HEY1
ENSG00000076641.4	PAG1
ENSG00000156466.11	GDF6
ENSG00000156471.13	PTDSS1
ENSG00000169439.12	SDC2
ENSG00000207067.1	SNORA72
ENSG00000288752.2	ENSG00000288752
ENSG00000289653.1	ENSG00000289653
ENSG00000207399.1	RNU6-1011P
ENSG00000164933.13	SLC25A32
ENSG00000147650.12	LRP12
ENSG00000136982.6	DSCC1
ENSG00000178764.8	ZHX2
ENSG00000180938.6	ZNF572
ENSG00000173334.4	TRIB1
ENSG00000168672.4	LRATD2
ENSG00000224722.3	ENSG00000224722
ENSG00000249375.8	CASC11
ENSG00000136997.22	MYC
ENSG00000254317.1	ENSG00000254317
ENSG00000225259.4	ST13P6
ENSG00000287222.1	ENSG00000287222
ENSG00000261236.8	BOP1
ENSG00000160957.15	RECQL4
ENSG00000265393.1	ENSG00000265393
ENSG00000170619.10	COMMD5
ENSG00000107104.21	KANK1
ENSG00000147852.17	VLDLR
ENSG00000286670.1	ENSG00000286670
ENSG00000237359.2	ENSG00000237359
ENSG00000147853.17	AK3
ENSG00000199814.1	RNU6-1260P
ENSG00000147874.11	HAUS6
ENSG00000099810.21	MTAP
ENSG00000137055.15	PLAA
